name;username;salary;score;total_count;review;note
Joan Hall;joan_hall_2641;53.0;100.1;76.2;'''Note: Voluptate; then Cum id tenetur dignissimos''';'''Note: Quidem odit; then Harum ipsa'''
Timothy Harrison;timothy_harrison_4072;79.0;62.1;16.2;'''Sapiente impedit; Accusantium dolorem animi ; Fugit''';'''Note: Amet iusto accusantium ullam; then Recusandae ut dolore'''
Dylan Morris;dylan_morris_1087;30.0;14.1;70.2;'''(Earum rerum voluptate aspernatur autem) ; Voluptas molestias impedit repellat vel and Illo voluptatum''';'''Iusto cumque unde; Nostrum omnis illo Modi veniam'''
Denis Hopkins;denis_hopkins_7337;92.0;43.1;90.2;'''Ducimus ratione laborum omnis; Necessitatibus sint recusandae ; Velit''';'''Est suscipit doloremque aliquam aspernatur; Inventore totam aut ; Ea explicabo'''
Dr Alexander Green;dr_green_7970;28.0;92.1;76.2;'''Praesentium eius cupiditate accusantium quasi recusandae; Molestias iusto aspernatur consequatur natus illo ; Officiis''';'''Doloremque autem molestiae cupiditate odio; Dicta fuga et Voluptates assumenda'''
Iain Shah;iain_shah_1662;53.0;62.1;71.2;'''Dicta; Ut dolorem ; Earum quasi expedita molestias quaerat''';'''(Explicabo) ; Numquam ad and Dolorum animi'''
Dr Donald Daniels;dr_daniels_5298;62.0;93.1;37.2;'''Note: Eum recusandae; then Fugiat similique repudiandae reprehenderit''';'''Quod omnis earum; Quae impedit tempore et ; Veritatis nobis placeat id'''
Denise Carey;denise_carey_6622;6.0;28.1;71.2;'''Harum asperiores quas et; Harum eius at recusandae Tempora illum dolore''';'''(Quis deleniti) ; Adipisci and Incidunt pariatur'''
Michelle Ross;michelle_ross_9847;100.0;32.1;59.2;'''(Possimus minus) ; Et and Quam atque''';'''Note: Nisi voluptas; then Hic dolorum eaque eos'''
x;marion_horton_5249;39.0;51.1;52.2;'''Aliquid magnam; Repudiandae ; Ullam eligendi fugit''';'''Error velit; Tempora quos eius Nostrum quia magnam quidem'''
Rita Gibson;rita_gibson_3347;66.0;54.1;;'''(Excepturi ullam) ; Delectus dignissimos and Dolor dignissimos blanditiis amet non''';'''Provident similique nemo modi: Dolor vitae; Fugiat tenetur aliquid'''
Ms Debra Marsh;ms_marsh_3101;97.0;90.1;4.2;'''Porro architecto; Quidem quidem ; Nostrum aperiam architecto nam''';'''Illo voluptatibus rem; Libero earum dolor ; Perferendis odit possimus sint distinctio'''
Dr Molly Oliver;dr_oliver_9870;37.0;65.1;46.2;'''Ab: Unde eligendi natus magnam; Sed vero eaque in''';'''Consequuntur quisquam explicabo quod; Cupiditate libero ipsa Necessitatibus corrupti amet adipisci tenetur tempora'''
Christopher Chan;christopher_chan_3051;55.0;18.1;61.2;'''Natus; Minus neque Consequuntur officia''';'''(Expedita distinctio) ; Iure and Deleniti consequatur officiis inventore quam'''
Dr Jason Garner;dr_garner_4544;65.0;33.1;48.2;'''Nemo vero sit; Expedita officia officia veniam reiciendis Soluta modi molestiae fuga ut minus''';'''Note: Recusandae quasi ea; then Exercitationem unde incidunt dignissimos id'''
Molly Ross-Dixon;molly_dixon_4078;34.0;40.1;36.2;'''Exercitationem dolor sapiente rem; Ipsa Omnis totam''';'''Perspiciatis deserunt; Laborum rerum sint ; Recusandae quasi'''
Dr Jodie Kelly;dr_kelly_7434;16.0;90.1;96.2;'''Sint tempora quidem reiciendis: Consectetur veniam voluptatum ratione commodi; Deleniti quae temporibus''';'''Note: Optio; then Explicabo maxime illum ut'''
Katherine Austin-Kelly;katherine_kelly_6275;31.0;87.1;78.2;'''Note: Omnis laboriosam consequatur sit est; then Animi''';'''Eos aliquid doloremque; Similique perferendis numquam in Reprehenderit quae commodi'''
