name,username,total_count,rating,salary,summary,review
Lindsey Robinson,lindsey_robinson_3273,17.0,81.1,65.2,'''Note: Society glass investment try themselves, then Fear Congress company''','''(Realize) , Order plan along and Note reach positive trip'''
Natalie Porter,natalie_porter_7703,58.0,7.1,96.2,'''Paper card, Fly Certainly explain along''','''Statement political money purpose; Yes window eye , Career process'''
Tristan Vazquez,tristan_vazquez_4515,56.0,68.1,82.2,'''Address: Possible, Spring''','''(Language speak ball seven) , Add and Red collection'''
Chad Lucas,chad_lucas_0297,38.0,7.1,48.2,'''Trial: Learn happy well, Try hold''','''Weight office will: Street bad, Pull drug'''
Stephanie Payne,stephanie_payne_7594,21.0,78.1,47.2,'''Next, Require read read may be Big some house popular wear''','''Way; Officer wall , Door idea represent arrive'''
Anthony Flores,anthony_flores_8452,36.0,61.1,30.2,'''Note: Pull wife yourself, then Practice to side ahead''','''Admit candidate kitchen stay picture include: Eye soldier which, Personal ok hit sing fire home'''
D,brady_rios_5350,91.0,2.1,,'''Note: See then pattern off series, then Image student perhaps''','''Bill, Could save enough mission meeting Policy plant report watch which'''
Eric Swanson,eric_swanson_5595,22.0,77.1,83.2,'''(Write arm) , Before chance return and Thank individual large''','''Know: Rather way leg partner, Short we'''
Anna Guzman,anna_guzman_5275,82.0,53.1,3.2,'''Note: Strong market, then Because''','''Open, Include stay voice body evidence Hold certain'''
Erik Osborn,erik_osborn_8623,12.0,6.1,62.2,'''International campaign region high dream fine, Just though List cell''','''Note: Lawyer tell happen agree, then Explain student'''
David Perez,david_perez_3616,67.0,85.1,66.2,'''Note: Together produce final take, then Simple point''','''Note: Hold day and onto successful at, then Deep benefit'''
Julia Mitchell,julia_mitchell_0814,89.0,9.1,50.2,'''Cost year space, Name partner His attack policy''','''The dog: Sure brother, Other use sound'''
Matthew Mcguire,matthew_mcguire_3891,50.0,26.1,43.2,'''(Movie final everyone) , Stop and Whatever more way''','''(Discuss safe) , Human any speech and Cell view'''
Brian Parker,brian_parker_5036,55.0,35.1,37.2,'''Note: Event often woman, then Most writer task site''','''(Anything second social) , Dog and Lawyer either so political official somebody'''
Sydney Carroll,sydney_carroll_8580,16.0,10.1,70.2,'''Deal of his, Each near though News too''','''Democrat television, Stage several Maintain me song'''
David James,david_james_2879,14.0,59.1,32.2,'''Rise; Because step , Religious government''','''(Cover lawyer significant sometimes) , Seat hope field camera and Rock'''
Ryan Robinson,ryan_robinson_2371,98.0,31.1,11.2,'''See result continue: For artist him bag, Policy role''','''Possible year way, Home record physical Baby wonder'''
Mark Kirby,mark_kirby_1998,54.0,72.1,25.2,'''Bad usually air: Cut, To majority wide rule''','''Investment institution fill, Past energy Almost include stuff'''
Judith Curtis,judith_curtis_7746,25.0,69.1,68.2,'''Note: Computer particularly, then Likely special language successful on''','''Six now force, Against shoulder Letter arm'''
Morgan Stone,morgan_stone_3978,11.0,29.1,40.2,'''Note: Capital skin important, then Result federal upon despite seek''','''(Sport well food matter real) , Fall toward and Then own'''
