# This is a comment line to skip
name	username	rating	total_count	remark	review
William Chavez	william_chavez_8447	46.0	62.1	'''Note: Success no tonight	 then Seek dog'''	'''Street morning soldier; Southern share might 	 Common future'''
Sylvia Silva	sylvia_silva_0421	1.0	95.1	'''(Dark building box mission every) 	 Describe and Seek traditional strong war race'''	'''Another first	 Speak wall Common each'''
Dr. Cindy Roberts	dr_roberts_0838	92.0	70.1	'''Employee tax never: Both response among	 Improve way'''	'''(Performance subject deep team) 	 Modern keep it and Yard I'''
Vincent Smith	vincent_smith_0464	45.0	22.1	'''Note: Push ball sort tree usually	 then They smile'''	'''Need night; A hot 	 Newspaper'''
Michelle Blevins	michelle_blevins_6002	85.0	9.1	'''Note: Well	 then Walk author my'''	'''Difference happen determine: Time	 Involve with'''
Mr. Charles Jones	mr_jones_4616	84.0	56.1	'''(Why process) 	 List performance show tax finish own and Perform live'''	'''Director American; Type 	 Turn ready member series'''
Brooke Smith	brooke_smith_7655	96.0	13.1	'''Dream dream tell; Happen million lay help 	 Both coach'''	'''Note: Player anything	 then Kitchen better'''
Russell Campbell	russell_campbell_9482	72.0	31.1	'''Understand; Answer music store none 	 Yard'''	'''Season even health ball leader perhaps: Probably tend beyond fund least place	 Debate myself structure none'''
 	david_hodge_3336	49.0	47.1	'''Job early: Board major including	 Mouth source seem'''	'''Note: They quality focus similar	 then Kind day'''
Courtney Hoffman	courtney_hoffman_1899	45.0	19.1	'''(Night southern onto compare) 	 Mean return expert and Fight poor part these'''	'''Note: First say chance suddenly now	 then Unit conference never'''
Annette Ibarra	annette_ibarra_4962	61.0	66.1	'''Note: Maintain speak	 then Wear town'''	'''Note: Including day score mention	 then Financial yes coach'''
Jerry Paul	jerry_paul_0736	37.0	72.1	'''Risk without wife concern memory: North tonight suddenly week	 Nation director close near'''	'''(Media newspaper marriage) 	 Theory enter job and Address five'''
Leah Summers	leah_summers_9159	96.0	66.1	'''Feeling do sport; Couple little sport wear 	 May improve'''	'''Candidate benefit	 Assume instead success with Instead campaign add those'''
Edward Hubbard	edward_hubbard_9756	38.0	19.1	'''Note: Important central campaign service guy democratic	 then Fly tonight perform'''	'''Step race room: Candidate guess former until	 Simple position'''
Lindsey King	lindsey_king_0228	76.0	74.1	'''Note: Also same	 then New where'''	'''(Doctor bring under garden difference) 	 On choose wrong and Candidate yes culture'''
Shelly Lopez	shelly_lopez_4423	39.0	81.1	'''Note: Model your	 then Hand material shake'''	'''Note: Since	 then Born relationship party although practice who'''
