name,username,total_count,score,salary,comment,review
Wendy Johnson,wendy_johnson_9626,22.0,77.1,5.2,'''Manager talk: Story already, Analysis forward Democrat teach''','''Note: Follow bit, then Team opportunity that watch'''
Joe Parker,joe_parker_0640,12.0,74.1,47.2,'''(Down region indeed) , Involve science and Nation expect Congress TV behavior''','''Note: Check later, then Same necessary minute'''
Carlos Mendoza,carlos_mendoza_2400,34.0,82.1,76.2,'''Note: Do entire, then Behind''','''Social: Fear radio, Attention force military area population'''
Catherine Holt,catherine_holt_2797,86.0,99.1,85.2,'''Note: Environmental, then Green whole operation east room ok''','''Fine agreement, Word identify behind Born quickly measure effort focus church'''
Nathaniel Travis,nathaniel_travis_9539,70.0,29.1,59.2,'''Sit through: Toward, Could box''','''Add charge dinner wall: Sense fight friend, Paper respond recent'''
Peter Woods,peter_woods_3240,92.0,57.1,86.2,'''Yet, Picture others him Daughter do medical fund''','''Although for base same, Clearly phone Into black those'''
Wanda Lozano,wanda_lozano_5295,71.0,60.1,98.2,'''(Smile house live) , Loss and Maintain improve source''','''Mission somebody, Recognize firm west Industry choice southern both pick'''
Gina Reynolds,gina_reynolds_8899,53.0,85.1,61.2,'''(Budget fast candidate kitchen) , Century choose and I detail community sort''','''Worry: Image soon, Cause level lawyer'''
Matthew Roberts,matthew_roberts_1350,92.0,44.1,54.2,'''Week record art: Huge ever, Tonight among''','''(Hope dinner) , Spend practice keep and Morning example real'''
Christopher Smith,christopher_smith_6613,16.0,79.1,8.2,'''Us tonight technology, Spend you they base Realize hope amount a''','''It building sit: Station visit thus, Keep occur inside last performance'''
Timothy Zimmerman,timothy_zimmerman_3487,1.0,16.1,24.2,'''Father vote be generation: Consumer watch station situation father process, Baby every education''','''(Cell cold health upon) , Few story rest official and Finish'''
Samantha Jones,samantha_jones_1075,35.0,,33.2,'''Note: From major there, then Impact bed space''','''(Research on customer memory writer) , Bit that consider give issue and Garden amount'''
Melinda Garza,melinda_garza_0078,31.0,33.1,31.2,'''Note response: News measure, Time without''','''Seven real, Leave realize impact Situation'''
x,corey_smith_8342,66.0,99.1,71.2,'''Eye upon beyond whether: Sell, Professor cultural artist film young''','''Sea some woman, Suffer protect wife his right I project'''
Bryan Adams,bryan_adams_6511,97.0,10.1,54.2,'''Note: Mother, then Base ground''','''Fish something contain carry low though; Help eight , Song'''
Benjamin Hurst,benjamin_hurst_9112,63.0,51.1,91.2,'''Management most play cut: Step decision personal, Purpose north increase''','''News start responsibility set, Other Ok prevent physical'''
Michael Arnold,michael_arnold_2930,,46.1,52.2,'''Rate design; Rate scientist window soon , The effort spring''','''Property adult born accept, Professor door you sort Writer number'''
Jennifer Woods,jennifer_woods_3577,66.0,100.1,72.2,'''Both cover, Color hard a ok old Truth with every''','''Thought artist painting you issue my; Fear despite , Article thing region'''
Joel Gonzalez,joel_gonzalez_8626,19.0,88.1,66.2,'''Situation even; Woman design institution eat , Conference ball vote book''','''Note: Those, then Their system'''
Brenda Cruz,brenda_cruz_6283,19.0,86.1,54.2,'''Trade personal, Own Really suggest research theory ten along''','''(Benefit recently) , Process and Idea activity'''
Sonya Smith,sonya_smith_1745,64.0,80.1,83.2,'''Note: Show goal, then Surface prevent beat today''','''Note: Hour, then Inside recently society'''
Joanna Peterson,joanna_peterson_0760,75.0,79.1,64.2,'''Look, Run Sure order girl benefit''','''Check design friend: Soldier shoulder, Skill floor discuss environmental'''
Mrs. Dawn Martin,mrs_martin_4081,58.0,25.1,92.2,'''(With author whose billion set) , Record under so talk mission and Food pick safe way available six''','''Catch find close write hear apply, Two various no wrong executive Visit hundred soldier'''
