name,username,score,note,message
Max Adams,max_adams_2427,72.0,'''(Nemo non vero veritatis) , Tenetur autem and Ad est dolorum sequi''','''Note: Officiis dolorum, then Necessitatibus nulla quidem'''
Jacob Ford,jacob_ford_9529,47.0,'''Deleniti earum a nam, Ut repellat In minus''','''Note: Libero porro eum quas odio, then Nihil expedita illo voluptate'''
Neil Sutton,neil_sutton_1913,3.0,'''Nemo sed tenetur molestiae omnis: Ullam, Est quo id laboriosam''','''Note: Quod id nemo, then Ab totam'''
Gregory Burrows,gregory_burrows_8556,53.0,'''Eaque; Molestiae fuga , Debitis doloremque asperiores vel''','''Facere a commodi eveniet porro; Numquam aliquid nam praesentium blanditiis est , Voluptatem'''
Dean Finch-Wilkinson,dean_wilkinson_8105,89.0,'''Animi eius libero recusandae, Harum sed alias recusandae amet Perspiciatis''','''(Voluptatibus possimus) , Optio eum and Dolores cupiditate'''
Francis Oliver,francis_oliver_0911,87.0,'''Note: Quas at porro reiciendis, then Quisquam doloribus''','''Note: Laboriosam hic, then Odit possimus sit minus mollitia'''
Amy Morley,amy_morley_7530,,'''Odit sed iste, Excepturi itaque provident fugiat fugiat voluptas Enim eligendi rem nesciunt exercitationem''','''Note: Sunt minima, then Magnam eligendi incidunt cum amet'''
Sandra Porter,sandra_porter_7243,64.0,'''Quasi eligendi: Expedita quos hic, Quam qui''','''Porro: Ea deleniti debitis voluptatibus, Ex suscipit et'''
Debra Clark,debra_clark_9840,91.0,'''Temporibus atque: Voluptatum facilis quidem aspernatur, Tempora''','''Veritatis; Repellendus , Aspernatur reprehenderit'''
Jean Carter,jean_carter_9643,1.0,'''(Earum asperiores perspiciatis) , Ipsam dicta ratione tenetur quod eaque and Saepe praesentium magnam numquam''','''Iste reiciendis aliquam cumque; Assumenda corrupti , Itaque ratione alias repellat magni qui'''
Mrs Beverley Anderson,mrs_anderson_2467,74.0,'''Voluptatibus; Occaecati laborum tenetur expedita perspiciatis , Eveniet commodi rerum ratione iusto''','''Recusandae mollitia beatae aspernatur necessitatibus, Corporis ad ipsum nam omnis Amet quos hic'''
James Stewart,james_stewart_5383,82.0,'''Consectetur iusto, Ipsam quam deserunt Maxime omnis''','''Note: Facere fugit eaque dolorum, then Quidem'''
Donna Ellis,donna_ellis_2244,6.0,'''Recusandae incidunt harum natus quidem recusandae, Dicta occaecati Sequi doloremque''','''Perspiciatis et molestias odit maiores: Assumenda facilis, Adipisci pariatur incidunt'''
Hugh Collins,hugh_collins_9634,31.0,'''Note: Officiis numquam nulla, then Non accusamus deserunt eum''','''(Distinctio) , Eos accusantium and Ratione fugit ea sit officiis'''
Valerie Kelly-Pearson,valerie_pearson_9109,32.0,'''Molestias dolores, Numquam assumenda quasi Enim''','''Consectetur ab: Quisquam voluptatem quis id, Nostrum sequi sed natus perferendis debitis'''
Aimee Howard,aimee_howard_3372,31.0,'''Voluptatem quaerat quia: Aliquid quaerat consequuntur quos mollitia quisquam, Doloribus aliquid''','''Dolores mollitia: Reprehenderit omnis eos, Odit beatae perspiciatis qui'''
Stuart White,stuart_white_0022,91.0,'''(Error) , Quia quam non ab dolorum quasi and Veniam sed ullam quos vel ipsa''','''Voluptates, Incidunt fugit ab Aperiam nihil rerum voluptates asperiores quidem'''
Sandra Thomas,sandra_thomas_9132,56.0,'''Atque culpa ab, Cumque commodi Ea dolorum dignissimos''','''Voluptatibus placeat libero, Cupiditate Maxime temporibus minus'''
Henry Dixon,henry_dixon_5458,44.0,'''Note: Atque, then Id amet sunt at''','''Quos voluptatem delectus esse repellendus: Nobis consectetur, Nulla'''
Julian Ali,julian_ali_3983,57.0,'''(Dolorum itaque) , Sequi eos and Tempora distinctio ut''','''Ex minima sunt assumenda cumque natus: Impedit maiores, Quam voluptatem dignissimos provident fugit libero cumque'''
Ms Kimberley Campbell,ms_campbell_3911,60.0,'''Voluptatem maiores distinctio: Facilis temporibus fuga, Deserunt magni''','''Ratione accusamus; Voluptatibus tempore accusamus , Aliquam'''
Joan Parsons,joan_parsons_9192,75.0,'''(Et) , Eaque and In libero vero''','''Fugiat dolore: Neque quia esse, Optio a cupiditate'''
Mohamed Williams,mohamed_williams_5785,16.0,'''(Ut quis pariatur quo) , Distinctio atque pariatur and Ea deserunt iusto sed doloribus''','''Quas, Iure ullam Incidunt itaque nesciunt expedita illo'''
Dr Elliott Phillips,dr_phillips_7776,41.0,'''Magnam qui similique; Velit quibusdam , Error''','''(Possimus voluptatum ducimus quas) , Eius et and Sunt voluptas facere'''
Stacey Parry,stacey_parry_9013,4.0,'''(Repellendus ex ipsum) , Labore and Sunt in''','''Consequatur sapiente, Placeat minus Porro veritatis veniam'''
Colin Stephenson,colin_stephenson_2536,96.0,'''Possimus blanditiis: Cum, Consectetur voluptatibus quaerat''','''Note: Numquam magnam, then Culpa autem eveniet nostrum'''
Kerry Buckley,kerry_buckley_6003,94.0,'''(Incidunt quia repellendus blanditiis id) , Repellat ad cumque incidunt quas omnis and Beatae est corporis labore in''','''(Dolore dignissimos) , Ipsa illo and Illo saepe'''
