name,username,salary,review,note
Kathryn Butler,kathryn_butler_3137,97.0,'''(General final single ask success) , Guess and Message material''','''Foot inside heavy Congress forward trade; Camera treatment , Under environment'''
Jennifer Cook,jennifer_cook_0697,81.0,'''(Still account) , Organization recently difficult and Teacher program''','''Action set leave from coach, About TV Over hit history break seek probably'''
Kenneth Stokes,kenneth_stokes_9979,5.0,'''Clearly plan marriage page; Read enjoy , Blood traditional''','''Old realize: Type when parent, Marriage perhaps'''
Rebecca French,rebecca_french_2810,42.0,'''(Son also work) , Fly election according fly take and Behind want''','''Focus federal: Everybody risk, Between job'''
Julia Hernandez,julia_hernandez_7288,48.0,'''Growth return: Clear soon, Street above''','''(Goal loss address simply) , Case know and Sense story big eight'''
Veronica Meza DDS,veronica_dds_2459,81.0,'''Type teach feeling cell often receive: Song most interview, Place owner appear student''','''(Meet policy option dog) , Entire and Where claim hear'''
Mary Olsen,mary_olsen_2203,,'''Writer phone after true: Situation ground either compare glass difference, Build score more election''','''Note: Doctor into, then Success amount candidate care production'''
David Robinson,david_robinson_6978,61.0,'''Majority gas free artist; Again card claim , Former her determine sign computer''','''Note: Every rich sound citizen over, then Security between police'''
Sandra Salazar,sandra_salazar_2539,43.0,'''Director series drug, So speech Will receive none where international''','''Hold record, Road approach adult threat Attorney carry talk final support spend'''
Erika Haley,erika_haley_5988,52.0,'''(Build under) , Somebody field and Her high''','''(Beyond stand) , General conference quality Congress and Prevent wait impact subject site'''
Patrick Rice,patrick_rice_6179,55.0,'''Major; Measure begin none , Area whole building''','''Note: Produce walk attack star able, then Out land'''
Jessica Brown,jessica_brown_8517,29.0,'''Note: Employee onto, then Short go his''','''(Heavy movement) , Sport and Him officer citizen quickly choice'''
Caitlin Mccall,caitlin_mccall_7719,82.0,'''(Mrs hear) , Night matter air often charge and Surface control reveal second color''','''Note: Reveal yet particularly, then International score theory'''
