# This is a comment line to skip
name,rating,summary,comment
Ms Mandy Harvey,57.0,'''Aspernatur, Quaerat aut Ut''','''(Sunt sapiente ipsum veritatis repudiandae ipsa) , Perferendis officiis nihil officia quasi sint and Minima voluptas culpa accusamus'''
Dr Aimee Thompson,45.0,'''Ipsam necessitatibus: Aliquid unde soluta quaerat, Consequuntur eius iure maiores voluptatibus animi''','''(Ea laboriosam) , Aliquid rem and Eius aspernatur'''
Marie Arnold,60.0,'''Itaque: Soluta tenetur optio atque quidem sunt, Sit officiis necessitatibus''','''Dolor placeat; Perspiciatis quo iure nesciunt hic , Est'''
Bryan Clark-McKenzie,98.0,'''Recusandae commodi, Assumenda possimus Eius non voluptates''','''Consequuntur quis sunt; Sapiente autem veniam enim ducimus nulla facilis , Consectetur'''
Joan Harris,80.0,'''(Beatae laudantium) , Et and Quibusdam minima suscipit''','''Est quaerat: Error totam perferendis, Quod nulla repellendus'''
Dr Ross Burgess,90.0,'''Esse alias dolore, Impedit commodi qui sed Consequatur itaque fuga unde''','''Non officiis deleniti ea, Quidem eligendi Aperiam'''
Hayley Nixon-Turner,43.0,'''Quas placeat reiciendis, Voluptatibus ducimus Quis sapiente itaque doloribus voluptates''','''Eveniet, Quaerat quis iste provident Et recusandae'''
Ian Hodgson,81.0,'''(Iste aperiam ut illum) , Quaerat dolor and Molestias exercitationem''','''(Eveniet blanditiis) , Deserunt natus and Odit impedit'''
A,,'''Note: Dolorem, then Dignissimos minus ad officia''','''(Perspiciatis exercitationem) , Tempore tenetur molestiae and Officiis voluptate'''
Ruth Fox,52.0,'''(Ducimus assumenda suscipit fugit) , Nisi aliquam maiores a quasi unde and Unde eaque repellendus nostrum''','''Ratione natus deleniti: Quos amet dolore excepturi voluptate veniam veritatis, Sit ad odit'''
Stanley McDonald,94.0,'''Accusantium odit nihil, Voluptatum ipsum maxime inventore Totam sequi voluptate tempore dolorem aut''','''Note: Repudiandae ullam deserunt libero doloremque, then Nobis'''
Matthew Cox,52.0,'''(At minima) , Deserunt eum non ex and At modi''','''(Atque tempora iste) , Praesentium quaerat and Maxime facere'''
Amelia Cox,91.0,'''Sequi doloribus facilis: Alias est reprehenderit, Dicta et''','''Inventore fuga autem; Totam autem , Ex'''
Ms Rachel Hart,41.0,'''Quam repellat ducimus voluptate, Similique sit Vitae voluptatem culpa''','''Accusantium molestiae; Deserunt ad , Voluptates pariatur odit necessitatibus est'''
Philip Allen,100.0,'''Et quis fugiat quas dignissimos placeat; Harum rem cum voluptate , Consequatur perspiciatis error eveniet non''','''(Praesentium iure eius id commodi) , Inventore nulla a cupiditate and Consequuntur tempore'''
