# This is a comment line to skip
name;age;score;description;summary
Carolyn Ramos;30.0;7.1;'''Note: Gas class tough race; then Throughout quite''';'''(Size) ; Discussion arm senior and Full available city compare somebody'''
 ;33.0;82.1;'''(Girl relate) ; Whom goal real draw oil form and Game thought public''';'''Note: Idea; then Rich great fact'''
Cynthia Martin;48.0;24.1;'''Note: Child several; then Civil team market either''';'''Despite stuff record: Instead; Yard of TV'''
Alex Hopkins;29.0;17.1;'''Note: Capital happen view mission adult; then Collection not drop trouble''';'''Several nearly meet; Line step cause teacher idea federal Go forward'''
Steven Barron;89.0;73.1;'''Area beat current southern blue catch; Meeting professional employee ; Environment fund''';'''See church direction at; Ahead environment Guy cup speak half'''
Elizabeth Conley;10.0;49.1;'''Forget design time human; Follow low experience hit away Increase type''';'''Rock; Stand goal girl Purpose something'''
Maria Yang;61.0;91.1;'''Note: Seem maintain try traditional; then Opportunity which girl four paper''';'''Born national week year institution; Magazine can teach Close kid month'''
Jonathan Zimmerman;71.0;89.1;'''Work plant: Effort; Compare produce exactly sound floor''';'''Note: Actually behind forget reason available; then Mission'''
Kayla Lewis;2.0;26.1;'''Last would watch; Middle week eat trial material speech Loss ball degree during positive''';'''Who address; Section personal name organization Price book night'''
Sean Mclean;23.0;92.1;'''Student new; Several thousand alone art ; Republican answer recently''';'''Baby Mrs summer station project; Fund situation enter sense Black father'''
Margaret Garcia;15.0;25.1;'''Note: Fire show because even vote; then Decision cold''';'''(Far) ; Save government late and Road'''
Eric Fox;10.0;68.1;'''Public like: Argue choice between me door them; Music source choose''';'''Skill mean short: Play crime; Will evening'''
Anna Padilla;44.0;87.1;'''(Get huge visit hard) ; Budget happy and List''';'''Note: System red sell; then Run able reason worker'''
Frances Franco;40.0;10.1;'''(Rise) ; Answer sister little and Give evidence air building water whom''';'''Others theory go image; Hundred plan visit maintain despite ; Bar break'''
