# This is a comment line to skip
name;score;rating;total_count;note;remark
Kelly Herring;23.0;67.1;82.2;'''It fight democratic; Marriage economy majority find Democrat political environment film''';'''Central box example: Thought attention; Season white'''
Daniel Miles;69.0;52.1;95.2;'''(Realize yard because) ; Available nothing add window and Because second show however''';'''Note: Loss; then Play they material so and'''
Dorothy Poole;44.0;54.1;78.2;'''Note: Beyond; then Look race''';'''Cut break finally authority reduce; Soldier Republican structure home subject Part activity sing figure tax'''
Barbara Mcmillan;24.0;39.1;100.2;'''Bring shake able; Across material moment into public Behind type''';'''Health: For least; Popular do community'''
Darrell Jefferson;31.0;94.1;91.2;'''Be minute; Contain anyone charge Recognize voice true''';'''Whom many: Down; Able concern'''
David Grant;17.0;45.1;58.2;'''(Candidate mission agent) ; Protect measure and Matter plant''';'''It item city: Yeah; Pass go'''
Angela Bender;47.0;52.1;68.2;'''Note: Probably win down; then Ask list box''';'''Reflect always agree; Piece nation moment tend paper Minute daughter state value'''
Morgan Stewart;1.0;84.1;19.2;'''Store; Economy your find manage approach Seat happy whether''';'''Summer candidate none; None dream central ; Onto your certain'''
Jason Hill;43.0;6.1;46.2;'''(Position cold city country) ; Concern state and Cut guy''';'''Note: Reflect when; then Artist spend remember'''
Anthony Johnson;64.0;20.1;13.2;'''Each garden with: Public possible; Ago without find lot''';'''Which person notice remember: Test; Describe recognize growth sound not'''
Susan Sherman;42.0;69.1;6.2;'''Woman produce century do media: Sound story sing majority crime; Suddenly first agreement''';'''(Environmental summer peace agent view) ; None trip and Pick build later'''
David Carter;70.0;80.1;50.2;'''Leave design study: National store decade; Travel democratic always''';'''Bar stand: Staff education sister; Site song money land early create'''
Justin Buchanan;40.0;24.1;45.2;'''Herself hundred; Five Appear around''';'''(Share live result action) ; Vote left total and Third miss contain seek'''
Brittany Collins;60.0;82.1;16.2;'''Note: Newspaper note themselves; then Authority operation sit garden''';'''(More billion fire role throw) ; Believe there Mrs and Physical'''
