name	age	price	review	note
Jacob Stanton	95.0	57.1	'''(Author nothing) 	 Specific administration here and Defense want minute blood result'''	'''Leg couple	 Center Moment reveal'''
Matthew Christensen	78.0	25.1	'''(Tend great enough) 	 Per and Impact environmental college fill type with'''	'''Blood follow; Mouth majority peace including future 	 South fine'''
Sara Burke	49.0	87.1	'''Note: Thank under	 then Hundred approach staff'''	'''Note: Outside financial	 then Artist open'''
Mark Ramos	78.0	36.1	'''(Full movement method) 	 Day art year and Expect individual author bank study'''	'''(Compare) 	 These mission green sell project and Western'''
John Garcia	64.0	28.1	'''Note: Suffer human	 then Lot more learn dinner this beautiful'''	'''Everybody	 Economy card Relate I field weight'''
Destiny Bell	70.0	34.1	'''Note: Public suddenly morning fish language central	 then Know always arrive bar'''	'''(Peace town) 	 Against throughout structure and List so investment'''
Erika Whitaker	60.0	92.1	'''Always	 Respond technology Every seat'''	'''Occur right we; Believe security enjoy 	 Personal sign evening each court'''
Justin Cruz	68.0	78.1	'''She establish want inside would; Close north health receive 	 Test admit bill learn'''	'''(Very most should) 	 Between risk work drug and Buy'''
Anita King	19.0	90.1	'''Use score you set sister: Seek about water nor	 Television move result find either'''	'''Note: Drug writer child white example	 then Together'''
Alexis Levy	52.0	9.1	'''Concern send there: Issue	 Summer office seat rate'''	'''No serve still	 Each word office Job would'''
James Andrews	61.0	63.1	'''Note: Participant level fact many	 then Film here'''	'''Story money employee	 Medical Marriage indicate writer popular bag'''
Michael Smith	42.0	86.1	'''Middle have	 Rest History only'''	'''Picture north seem someone	 Play Need stand difficult'''
Karen Roberts	41.0	82.1	'''(Above important sea voice treatment) 	 Remember and Let'''	'''Talk bed head important: Avoid citizen stuff	 Property'''
Christian Taylor	90.0	72.1	'''Republican; Nice no 	 Work'''	'''Language win: Beautiful include collection laugh	 Partner house compare'''
Linda Tapia	88.0	7.1	'''When government instead my	 Federal region Although degree trip'''	'''Issue beat yeah describe watch; Value young marriage yet 	 Similar early again personal mission'''
Jeffrey Moyer	55.0	74.1	'''Sea recent news	 Instead economic Executive charge part agreement'''	'''(Side visit) 	 Protect phone and Knowledge before their actually'''
Joel Lee	35.0	83.1	'''Summer federal court decide: Picture cell school	 Audience nature'''	'''Study already at; Section learn 	 Guess marriage hard'''
Tiffany Young	85.0	32.1	'''Note: Need even sister herself sit wind	 then Because second family section'''	'''(Deep level) 	 Class notice himself and Enjoy bring police attack skill television'''
Andrew Lewis	81.0	14.1	'''Memory both strategy: Stay he foreign concern exactly	 Somebody item interesting wide surface'''	'''Article wind	 Couple Society enjoy'''
Edward Martinez	44.0	64.1	'''Each hard	 Throw finish five Small able around off'''	'''Tonight financial response drug	 In old Republican Maintain five history boy'''
Michael Henry	65.0	70.1	'''(Community politics night north level even) 	 Reach bank there whether else and Increase'''	'''(Cut power) 	 When group your thousand and Point network hotel quickly'''
Susan Berg	89.0	7.1	'''Throw	 Follow Mention'''	'''Mind Republican learn	 Role Morning decide'''
Jeremy Harris	2.0		'''(Fast future member who) 	 Window and Head teacher'''	'''Note: Inside	 then Recently western against'''
Gina Harper	58.0	44.1	'''Be drug there few section: Movie imagine everybody who just goal	 Boy wait high agree usually'''	'''Note: Apply television general full class	 then Suggest law behind positive'''
Alvin Mcclain	59.0	91.1	'''Note: Position rate	 then Address describe him'''	'''Address; Office large space direction 	 Until teach major source'''
Diane Banks	49.0	69.1	'''Consumer assume: Bad	 Decide week control'''	'''System way season democratic: Room act well five	 May better media'''
Tricia Morgan	93.0	94.1	'''Involve could stock four recently; Visit big allow 	 Central soldier woman'''	'''Arm identify north: Appear talk its	 Officer speech share thank'''
Carol Schmidt	92.0	70.1	'''(Begin culture data seat various) 	 Really field recently and Black position life discuss'''	'''Control deal shake attention; Part learn 	 Effort than'''
John Taylor	92.0	52.1	'''Enough chance	 Kind word must apply yet Impact write'''	'''Agent: Occur couple red carry exactly itself	 Teach six agency service'''
Sara Hooper	41.0	21.1	'''(Cold) 	 Series center everything hard and Yes generation'''	'''(Process effect) 	 Include and Break summer'''
