name;score;price;rating;comment;description
Leah Daniels;34.0;71.1;88.2;'''Accusamus officiis magnam a; Debitis corporis Numquam''';'''Aliquam temporibus vel ducimus laudantium; Eligendi perspiciatis ; Quas at atque'''
Lindsey Bradley;46.0;13.1;77.2;'''Labore voluptate suscipit hic molestiae; Ratione laboriosam earum a tenetur Temporibus esse suscipit eaque''';'''(Animi porro) ; Laborum maxime quo quibusdam porro and Est officia esse'''
Nathan Roberts;29.0;23.1;52.2;'''Molestias expedita dolorem quos; At quia omnis Fugit''';'''(Quis id dicta) ; Soluta fuga a similique placeat and Animi'''
Mrs Kerry Fletcher;33.0;2.1;77.2;'''(Animi doloremque sequi consectetur) ; Fugit tenetur esse and Iusto assumenda''';'''Perferendis odio autem: Autem ex iusto laboriosam perferendis; Sed'''
Catherine Gill;45.0;67.1;90.2;'''(Ullam) ; Natus animi quasi incidunt and Laudantium''';'''Suscipit veniam veniam similique: Aperiam; Occaecati distinctio'''
Maurice Marsh;95.0;67.1;65.2;'''Ut veritatis blanditiis voluptate neque consectetur; Est dolores labore laudantium qui ; Soluta totam ipsam''';'''Modi ducimus aliquam beatae rerum: Nemo beatae adipisci labore quas; Quis'''
Shirley Walker;97.0;29.1;72.2;'''(Corporis) ; Nihil fuga id molestiae corrupti and Dolore''';'''Note: Veniam saepe ipsam; then Ipsam repellendus ducimus praesentium quaerat libero'''
Miss Kirsty Fox;25.0;;77.2;'''Nesciunt reprehenderit; Reprehenderit esse Sunt voluptates corporis dolore nobis officiis''';'''Iure repellat assumenda itaque cum; Tempora facere numquam ipsam illo Nobis at'''
Miss Frances James;7.0;69.1;29.2;'''(Commodi quisquam perferendis) ; Nisi architecto natus and Minus''';'''(Quis quos) ; Delectus voluptas quod rem and Molestiae voluptate ex'''
Dr Alison Kirby;19.0;92.1;22.2;'''Tenetur nesciunt neque quibusdam quia unde: Voluptatum voluptate; Similique''';'''Note: Fugiat ullam; then Odio beatae impedit'''
Megan Boyle;7.0;93.1;84.2;'''Aspernatur minus ut odit: Natus; Quasi voluptas quia''';'''Veritatis aperiam dolorem; Maxime aut eius officia ; Exercitationem occaecati'''
Dr Stewart Joyce;6.0;24.1;15.2;'''Note: Commodi reprehenderit vero; then Fugiat unde corrupti''';'''Dignissimos ea: Saepe sunt nisi sequi; Deleniti alias fugit maxime aut'''
Kerry Bibi;49.0;20.1;89.2;'''(Nostrum perspiciatis ipsam vel exercitationem) ; Aliquid non debitis facilis and Perferendis''';'''Note: Facere rem quas; then Quos eveniet impedit assumenda'''
Lewis Tucker;61.0;18.1;65.2;'''(Assumenda dolorem) ; Omnis earum fugiat aut omnis rerum and Deserunt dolor commodi dolorem''';'''Doloribus iste quasi; Cum sed facere ; Quibusdam cumque fugiat aliquam rem'''
Samuel Nash-Daniels;12.0;10.1;34.2;'''Note: Autem eligendi consequatur; then Dolorem''';'''Similique aperiam: Ducimus tempora totam distinctio; Amet nulla natus magnam'''
Vincent Holland;60.0;28.1;75.2;'''Itaque impedit sapiente cupiditate accusantium; Autem sapiente ullam ; Impedit excepturi porro necessitatibus explicabo ut''';'''Sequi; Aliquid minima Deleniti ullam'''
Dr Adam Davidson;80.0;51.1;19.2;'''Pariatur mollitia iste; Quis porro temporibus ; Placeat unde reprehenderit''';'''Note: Occaecati vero id necessitatibus; then Praesentium laboriosam'''
Naomi Powell;4.0;80.1;89.2;'''Nostrum; Quae sint voluptatum ; Quod architecto excepturi cupiditate''';'''Commodi ipsa; Harum fuga reprehenderit Ipsam sed velit accusantium facere dolore'''
Dr Douglas Stokes;70.0;46.1;81.2;'''(Veritatis dolore sed) ; Dignissimos reiciendis and Sed''';'''Note: Sint in quis; then Dolorem qui'''
Dr Joshua Atkins;34.0;68.1;73.2;'''Consequatur ipsa deserunt optio: Nulla soluta; Natus esse perferendis''';'''(Debitis ratione autem) ; Debitis libero vero nam rerum and Exercitationem'''
