# This is a comment line to skip
name,score,price,age,note,description
Ruth Harrison,81.0,48.1,81.2,'''Officiis quas doloremque quaerat; Rerum aliquam , Sint blanditiis esse''','''Natus architecto tenetur; Recusandae , Tempora asperiores ducimus placeat'''
D,9.0,84.1,8.2,'''Alias consequatur labore occaecati earum dignissimos, Cumque earum corporis sapiente Adipisci''','''Fuga excepturi voluptates a perferendis: Eos animi fuga atque magnam at, In'''
Mr Owen Jones,97.0,37.1,49.2,'''Note: Magni cupiditate occaecati fugiat sint blanditiis, then Vero voluptates libero quasi hic dolore''','''Note: Aliquam ipsum, then Magnam'''
Luke Mann,3.0,33.1,95.2,'''Officiis sint quam provident; Asperiores , Suscipit earum quisquam''','''Doloribus recusandae; Ullam sed , Quidem dolorem'''
George Campbell,16.0,90.1,59.2,'''Non aut ex necessitatibus perferendis deleniti: Eius mollitia tenetur, Inventore''','''Ex amet; Rerum eos , Alias'''
Damian Griffiths,24.0,25.1,57.2,'''Note: Vitae voluptatibus optio magnam, then Debitis iste quibusdam commodi quibusdam esse''','''(Voluptate repellat ducimus) , Harum aliquam ipsa magni autem and Labore'''
Mark Hunt,40.0,11.1,84.2,'''Itaque quidem, Voluptas accusantium Eveniet''','''Fugit ut possimus porro, Iusto quos dolorem minus Asperiores odit'''
Mrs Katherine Reeves,48.0,70.1,60.2,'''Consectetur magnam; Eligendi quas quisquam quis , Quis nemo''','''(Corporis eveniet dolorum perspiciatis) , Officiis officiis sint nostrum and Eius magnam odit quibusdam veniam libero'''
Sylvia Mitchell,25.0,76.1,41.2,'''(Similique nobis tempore doloremque earum) , Eaque minus and Molestiae''','''Commodi sint accusantium ut: Doloremque in dolores cum autem, Aperiam fugiat fugit sint nam'''
Anna Jackson-Wilson,27.0,85.1,1.2,'''Note: Tempora porro, then Est ex laborum accusantium magni''','''Excepturi nisi deserunt, Natus facilis iure Vel veritatis consequatur a'''
Lynne Ross-Lee,,77.1,48.2,'''Architecto voluptatibus itaque dolores corrupti deleniti: Voluptates nulla assumenda explicabo nobis, Ipsum non''','''Illo sunt nulla; Error amet , Iusto est non tenetur sit'''
Carolyn Bolton,23.0,4.1,5.2,'''Ea modi nisi commodi quisquam dolorem, Saepe odio fugiat quae Fuga blanditiis''','''Soluta veritatis tenetur quas illo illum; Voluptates placeat ullam , Pariatur rem quae'''
