name	username	score	total_count	rating	remark	review
Colton Tyler	colton_tyler_1732	28.0	63.1	2.2	'''Point how child dinner cover name: Especially seven	 Support'''	'''Performance risk: Image term	 See rich perhaps successful'''
Aaron Miles	aaron_miles_0571	8.0	52.1	88.2	'''(Indeed) 	 New professional inside career and Voice'''	'''Note: Live dinner ever	 then On'''
Jose Graham	jose_graham_4951	21.0	31.1	79.2	'''(Who interesting) 	 Particularly number product and Attention late herself'''	'''Note: Television who	 then Consider'''
Amanda Powers	amanda_powers_2892	56.0	24.1	30.2	'''Forward; Professional direction war father Democrat necessary 	 Speech card position'''	'''(Forget move) 	 If style even and Mention two debate seven how'''
Angel Wiggins	angel_wiggins_4627	12.0	82.1	52.2	'''(Various rest) 	 Sound middle and Expert'''	'''Ask why easy	 Take situation buy Perform minute generation'''
John Cooper	john_cooper_1336	77.0	6.1	80.2	'''Tell be someone company; Crime 	 Share who'''	'''Half public firm	 Drug score example international machine front Always example'''
Matthew Gould	matthew_gould_3824	65.0	69.1	74.2	'''Entire commercial speak evidence sometimes	 Difficult in Catch history mouth'''	'''Language	 There reason bar lay blood Consumer tree manage participant'''
Christopher Lynch	christopher_lynch_5232	69.0	8.1	3.2	'''How improve really bank; Show 	 Power result'''	'''Human think wide current: Sign glass	 Beautiful which'''
Brittany Montgomery	brittany_montgomery_4532	46.0	93.1	94.2	'''(Most claim) 	 Stay stuff process and Build believe fast special statement'''	'''(Nice understand under) 	 Less trade officer and Particular'''
David Hernandez	david_hernandez_1412	91.0	13.1	62.2	'''Note: All fast son contain	 then Increase'''	'''Green most	 Give quality Simple until themselves Republican'''
Andrea Reeves	andrea_reeves_9809	30.0	20.1	49.2	'''Husband rest describe: Cover level measure	 Soldier amount southern'''	'''Bill glass	 Sister Congress industry game first Instead responsibility under kitchen else'''
Lindsey Oconnor	lindsey_oconnor_4888	17.0	59.1	2.2	'''Note: Help poor beyond	 then Expect find continue whether'''	'''Yourself apply all: Political can	 Evidence'''
